"","Heading","Text","Rating","Time"
"602","I Love it!","I am a iPhone user. I Love the Camera and the ease use of apps. I really like how the photos and their arrangements are set. Awesome!",5,2019-10-11 17:44:00
"603","Nice phone","Upgraded to this phone from an IPhone 6. Battery life is awesome. Much faster than my old phone. Like the wireless charging as well.",5,2019-10-12 10:27:00
"604","GREAT Product","Very good product..easy to use and great value. Nice price  also.",5,2019-12-06 16:26:00
"605","Awesome phone","This I phone is the best one yet takes really good pictures. Not to heavy its perfect for its size. Loving my new phone",5,2019-10-18 16:13:00
"606","takes beautiful pictures","Wonderful phone, If you are not technologically savvy it takes some time to get use to it. But overall it is a great phone",4,2020-01-03 18:48:00
"607","Better camera","It has better camera then the camera from the iphone xr.",5,2019-12-06 22:05:00
"608","Great phone!","The iPhone 11 is a great phone. Nice pictures and video. Also has some nice apps for making movies and audio tracks.",5,2019-10-11 20:41:00
"609","Love this phone","Great phone. Got a promotion when we got this -so great value and saving to us. Easy to use.",5,2019-11-02 09:25:00
"610","iPhone 11","Phone for a family member, no complaints so far and they really liked the color options for this phone.",5,2019-10-22 19:22:00
"611","Good, solid phone.","No complaints.   Good battery life.   Camera is a bit ostentatious but does the job.",4,2020-01-24 19:56:00
"612","Camera is amazing and was a big reason for switchi","The main reason this phone was picked, was due to it's impressive camera. It was great enough to make us want to switch to apple for tge first time",4,2019-12-14 12:17:00
"613","Great price","New to the iPhone family, but not too hard to use. Great value, no waiting for rebates, got all discounts in store",5,2019-10-11 15:17:00
"614","The next one...","It was time to upgrade from the iPhone 7. Only weird thing is that Siri seems to think you are talking to it all the time..... much better battery life.",4,2019-12-08 03:30:00
"615","Love my new iPhone!!","Upgraded from a 6 to 11 - awesome camera feature this time I bought it with a lot of memory. I bought in red.",5,2019-10-11 16:32:00
"616","Great phone!","My son love it. The two cameras are awesome. My son love taking pictures now.",4,2020-01-24 18:43:00
"617","A must have","I bought this phone for my wife because her iPhone 8 was falling apart. Nice phone, love the color.",5,2019-10-17 23:28:00
"618","Great screen size.","I really like it.  It is easy to use.  It is my first cell phone and I have much to learn.",5,2019-10-25 10:03:00
"619","great Iphone as usual from aple product","I bought two phones and both phone were great and activation was simple.",4,2020-01-24 16:34:00
"620","Daughter switched from Galaxy Note 8","My daughter has been wanting an iPhone for years so I finally got her one, the iPhone 11.  She loves it!  Great phone with good picture quality.",4,2019-12-06 20:32:00
"621","Good","The iPhone 11 ist nice and easy to use for everything",5,2019-11-22 19:10:00
"622","Greta phone","Love the big screen !Great camera captures everything beautifully.",5,2019-11-08 23:25:00
"623","Great phone","Much better than the 8 I had prior.  Amazing camera",5,2019-11-22 16:56:00
"624","Great phone","No issues whatsoever. Phone is reliable and easy to use.",5,2019-11-16 00:56:00
"625","Beautiful phone!!!","Great phone. Big screen! Great camera and great memory!!",5,2019-11-15 15:55:00
"626","Finally battery life in an iPhone ❤️","Best battery life I’ve seen yet. All day is no problem. I got mint green and it looks niceeeee.",5,2019-10-04 20:59:00
"627","Great new iphone","Upgraded from iphone Xr. Camera much improved and processor much faster",5,2019-10-25 19:22:00
"628","College student user","My daughter loves her new phone.  Nice camera too.",5,2019-11-15 19:32:00
"629","nice!","Overall all it’s a great phone the camera is great",5,2019-11-15 18:39:00
"630","Great camera, easy startup","Overall a great phone.  I just really wish it had removable storage and an LED notification light like my Samsung had.",4,2019-12-08 21:56:00
"631","Beautiful","I love the Face ID option for security on this phone and the camera. Beautiful!",5,2019-10-12 07:06:00
"632","Great camera for beginners!!!","Great upgrade on this phone... very happy with it. Camera better than I used to have.",5,2019-10-04 15:32:00
"633","iPhone 11","I bought from Best Buy amazing service I love iPhone 11 amazing camera",5,2019-10-18 16:57:00
"634","iPhone 11","Purchased the purple iPhone 11. So far it works great and love the new camera features.",5,2019-09-27 16:33:00
"635","Love the color","I’ve recently purchased this phone, so there’s not much to say yet.",5,2019-10-18 17:00:00
"636","Love the camera!","The camera has many new features and takes great pictures.",5,2019-10-24 15:26:00
"637","Great phone!","Wife loves the phone.  Great camera and features to the phone.",5,2019-10-19 21:24:00
"638","Awesome value","Bought 2 phones for the price of one. Great deal and very easy to use",5,2019-10-11 15:18:00
"639","iPhone 11","Love it!! I love choices of color available in these new phone",5,2019-10-19 00:08:00
"640","Great phone, pretty good cameras","Expected the wide angle to be a little more crisp but shoots soft pretty often. Phone is great but it is what I expect from Apple.",4,2019-11-15 21:51:00
"641","Great Phone","Great phone and great price .
Love the different colors you can choose",5,2019-10-05 09:08:00
"642","Great phone","Great phone. The battery last long. Pictures are GREEAAAT!",5,2019-10-18 15:49:00
"643","Worth it.","Of course, I mainly upgraded for the camera. I love it.",5,2019-10-21 14:03:00
"644","Great phone!","Daughter loves the new phone.  Nice features and camera.",5,2019-10-19 21:23:00
"645","rating","Great camera for beginners .
Great camera for beginners",5,2019-10-19 14:02:00
"646","Good pics","I’m a older person it took some getting used to but once I figured it out it’s awesome",4,2019-12-13 22:45:00
"647","Great size","This phone is easy to use and handles fine, will recommend",4,2020-01-04 15:28:00
"648","Very easy to use","It’s really great. My son loves it so much!!!!!!!!",5,2019-10-20 08:48:00
"649","iphone 11","Wonderful new iphone, love the camera functions on it.",4,2020-01-07 14:45:00
"650","Good phone","Takes good pictures. I got this phone for my daughter and she is really enjoying it.",4,2019-12-13 15:35:00
"651","Good phone","I like the purple color. It looks so nice. So far, everything works good. No complaint here",4,2019-12-08 00:53:00
"652","Great phone","My daughter loves the camera and everything in general.",5,2019-10-10 16:44:00
"653","Phone has great feel and size just right","This phone is great has handling and is user friendly.",4,2020-01-04 15:27:00
"654","Great I Phone","Love the features the phone has.  I like the color.",5,2019-10-13 19:27:00
"655","Awesome camera","Sleek and elegant. Fast and great camera too. Beautiful display",5,2019-09-27 19:09:00
"656","Better -iPhone","Better picture and faster images,just better everything",5,2019-10-05 10:12:00
"657","nice black color","black is a favorite choice, always good to own this color in iphone",5,2019-09-20 16:46:00
"658","awesome toy","very stylish and easy to use nice gadget for teenagers",5,2019-10-04 15:15:00
"659","Beautiful","Purple is my favorite color. Just had to get this phone!",5,2019-09-30 10:43:00
"660","Great phone","It is a great phone. Very fast and longer lasting battery",5,2019-09-27 16:25:00
"661","I you look for nice pictures i recomendate","The colors is great beautiful colors you you go to like",5,2019-09-28 05:30:00
"662","It's an iPhone","What else can you say? Great quality and great camera.",5,2019-09-27 15:31:00
"663","Great new color","this i purchased for my wife, she likes the color very much",5,2019-09-20 16:44:00
"664","great upgrade from the 8+","My daughter loves her new phone and the battery life.",5,2019-09-27 15:12:00
"665","Great camera","Very nice people thank you so much for your help I",5,2019-09-28 09:36:00
"666","Nice color","This is a new red color by iphone, it’s really cool",5,2019-09-20 16:45:00
"667","It is the fastest and easiest to use","It is the fastest and the easiest to use.Moreover,it is colourful.",4,2019-12-06 21:46:00
"668","Love the camera","The phone is good.  However I do miss the Home button.",4,2019-12-13 16:24:00
"669","Love it!","The green phone is such a beautiful color. I would definitely recommend this phone.",4,2019-11-08 07:22:00
"670","Good camera for taking selfies.","You’re phones are Over priced but an overall good phone.",4,2019-11-22 21:33:00
"671","Good looking phone","The phone is great, I have no complaints so far.  Love the camera and videos.",4,2019-10-18 20:53:00
"672","If you love iPhones you will love this.","Camera is awesome. Speed is great. Some bugs, to be expected with a new model.",4,2019-10-17 16:48:00
"673","Fairly user friendly.","Purchased to replace iPhone 6s. Learning curve fairly smooth.",4,2019-10-04 16:42:00
"674","Great","It is smooth running apps and the camera is a major improvement.",4,2019-09-27 15:28:00
"675","Not a big fan","Have used an iPhone since 2008 and loved all versions.  This iPhone (11 running IOS 13.3) is NOT user friendly!",3,2020-01-05 17:33:00
"676","Can't wait to quit this phone!","Can't go any lower on the stars. Only the battery is good but not worth the headaches in day to day use. By far the most frustrating thing is Apple! Android user previously and can't wait to go back. Nothing really special. Too restrictive on what you can and can't do. Android allowed me to control so many things individually. Please android make another bogo so my fruit nightmare can be over...I'm sorry I even looked at another.....",1,2020-01-31 15:13:00
"677","Garbage!","Phone has a nice screen and great battery life. Everything else is an utter disappointment. This device has made me an android user for life.",1,2020-01-31 15:07:00
"678","Biggest pos ever.","Glitches all the time. Disconnects from Bluetooth randomly. Calls don’t ring thru sometimes but the phone answered it so the caller can hear my car music. Screen freezes and you can’t even reset it.",1,2019-10-12 00:58:00
