"","Heading","Text","Rating","Time"
"512","Big phone","I had a i-phone 4 for many years, super small n compact, now I have this, very nice but big phone n my hands are still trying to adjust to holding it.",4,2019-10-19 13:14:00
"513","Love my iPhone 11","Great customer service very friendly and knowledge",5,2019-10-11 15:42:00
"514","iPhone 11 Great phone","My brother enjoying the phone no complaints Thanks",5,2019-10-11 15:13:00
"515","Great phone with smooth performance","This is a very good phone. It has been a different experience using this phone.",4,2019-12-13 17:41:00
"516","Great service  great phone","They were very attentive and it was quick and easy!",5,2019-10-05 11:02:00
"517","Easy phone for apple","Easy phone for apple users to do whatever they use to do.",5,2019-09-27 21:29:00
"518","Love my new phone","I have had all IPhones and will continue to upgrade",5,2019-10-04 16:33:00
"519","Nice phone for my wife","Me wife has been wanting a new phone. She loves it",5,2019-10-05 06:32:00
"520","Great phone","Great phone, camera and value, upgraded from an 8 Plus",5,2019-09-30 10:51:00
"521","Nice phone","Only complaint I wish I could delete al emails at once.",5,2019-09-27 22:36:00
"522","iPhone 11","Upgraded from an IPhone 7+. Nice the overall quality of the IPhone 11.",4,2019-12-13 16:28:00
"523","It's what she wanted","Big difference from a Samsung. No back button and settings are different. So it's a learning process.",4,2019-11-16 08:02:00
"524","All good so far","Not many unknowns as i’ve just continued to upgrade- no surprises",4,2019-12-13 15:20:00
"525","Would recommend","Haven’t used everything yet but so far it seems ok.",4,2019-12-20 18:32:00
"526","Good phone for my daughter","My daughter just got this phone.  she loves it and says its pretty simple to use.  She picked the red color.",4,2019-10-25 17:26:00
"527","Great phone.","Very good product. I use it all of time for my needs",4,2019-12-13 17:28:00
"528","Nice camera","Still getting use to the camera and no home button. But overall it’s an easy phone to use.",4,2019-11-08 16:06:00
"529","iPhone 11","The camera is amazing. My family and I really enjoyed the portrait setting on the camera.",4,2019-11-09 00:19:00
"530","Ok ....","Product is ok.. there were a few bugs but things have been worked out",4,2019-11-22 20:39:00
"531","Good budget end phone upgrade","The phone is definitely a good upgrade from anything lower than the 8. But can definitely tell it is a little budget end.",4,2019-10-04 15:14:00
"532","A little big for my hand...","Coming from my 7, it is a little bit big & heavy for my smaller hand. Love the mint color & camera though.",4,2019-10-18 16:10:00
"533","good screen quality","I really like the iPhone 11, I’m impressed with the video quality the most, works good for instagram",4,2019-10-18 21:47:00
"534","Lots of $$ for the Name","iPhones are nice phones, but I personally think way overpriced. But then again,  keep buying them for my wife and I so who’s really the idiot here? Okay, don’t answer that...",3,2020-01-15 16:44:00
"535","iPhone 11","Great upgrade from iPhone 6 Plus!
2 cameras on this phone, and the difference is amazing! Excellent pictures in the dark also!
Easy to use without a home button. Battery life lasts so much longer. The speed is very good and the face recognition is great! Had it since Christmas and absolutely love it!",5,2020-01-03 21:28:00
"536","Not great","Phone is too big and not user friendly learning how to operate compared to older models.",3,2020-02-20 15:11:00
"537","Nice","excellent phone and excellent place to purchase at best buy with the customer service.",4,2019-10-15 01:29:00
"538","Ok phone but difficult to learn","Replacement phone purchased to use with an apple 5 watch.  Difficult to figure out how to interface with watch and get messages.",3,2020-01-24 17:25:00
"539","Great phone","Great phone have had zero issues would deff buy again",4,2019-11-09 12:09:00
"540","Nice phone","Wonderful product easy to use and works great would recommend it",4,2019-10-27 08:15:00
"541","Love it","Easy to use and well worth the price and upgrade!!",4,2019-11-10 12:29:00
"542","Great iPhone upgrade","Bought this for my wife, works great and good upgrade iPhone 7",4,2019-10-27 17:54:00
"543","Nice phone","Great product works perfectly would recommend it to anyone",4,2019-10-27 08:29:00
"544","Great phone","Faster and better pictures than the Iphone X.  Typical Iphone.",4,2019-10-21 18:02:00
"545","Nice new phone","Upgraded my phone to the 11 so far so good it’s a nice phone !",4,2019-10-20 22:03:00
"546","Its an Iphone","Not the best value but a necessity.  Moving up from an iphone 6s because the battery life became an issue.  Wish I could fix the battery life instead.",3,2019-12-27 19:57:00
"547","Good phone","Steep learning curve. I had an old phone. Learning to like it.",4,2019-10-08 08:24:00
"548","Nice","Love it and the color! Easy to use and nice display.",4,2019-10-18 15:56:00
"549","Quality smart phone","This phone is a good buy for the price and quality",4,2019-10-17 16:53:00
"550","Love the color❤️❤️","Love the color. A true Apple girl! So excited to use my new phone.",4,2019-09-28 19:51:00
"551","Nice camera. Takes great pictures!","Have problems with overheating and phone freezes very often. I’ve heard other people having the same issues.Usually reboots fix the problem but it’s a pain in the butt to have to constantly reboot. Haven’t had to do that with any other iPhone as often as I do with this one.",2,2019-11-02 00:51:00
"552","Android conversion","I switched to Android but bought this for my spouse who still needs the training whéels of an Apple device.  I am still not impressed with their latest product.",3,2019-12-06 16:40:00
"553","Harder to use than the 6","The operating system is not intuative to use and a lot. Harder than the 6",3,2020-01-24 22:03:00
"554","Sorry phone.","The battery only stays charged for two days and I don't play games or music . I don't talk on it only text every once in a while. Just think if it was the only phone I have it wouldn't stay charged up a half a day. My old I phone 6 stayed charged longer than this I phone 11.",2,2020-01-31 17:07:00
"555","Bluetooth doesn’t work","The phone is nice, but I can’t get the phone to find Bluetooth items.",3,2020-01-15 17:08:00
"556","Great Upgrade!!!!!!","This phone is a huge improvement than the iPhone SE. First off the battery life is astounding.  It´s a huge improvement from the SE.  I love the size of the screen on this phone. Some think it is to big for a phone, but I love it.",5,2019-11-07 12:48:00
"557","Ok","Basically another overpriced I-phone, but with my old phone becoming nearly obsolete I don't really have much choice.",3,2019-11-08 00:57:00
"558","Worst iPhone I’ve ever owned","I really miss my iPhone 8 Plus! After using the iPhone 11 for a few days I really hate it! First, the screen scratches extremely easy with nothing done to it other than normal use. My iPhone 6 had less scratches after 5 years than the iPhone 11 after 5days. Screen protector is a must! Also, it’s extremely slippery, almost like they coated it with a substance. Not having a home button or finger print scanner is abysmal. Overall I’m stuck with it, but it’s a piece of junk compared to the 8/ 8 plus.",1,2020-01-03 14:44:00
"559","Great phone awful workers","The workers at Best Buy are some of the worst and slowest out there. I hated every minute of what should’ve been a fun purchase, not to mention that he almost messed up my new phone. 
Never go here, just go straight to apple, or an AT&T store",1,2020-02-16 15:39:00
"560","Cracked iPhone","Made this purchase online with some other accessories.  Not sure if the phone was cracked when received. But I was sold an otter box that stated it was compatible with the iPhone 11, which it is NOT. Tried to have my issue resolved in the Rogers, AR Store to have no help from Barry or Drew.  I will be closing my credit account and never shopping at Best Buy again.",1,2020-01-02 15:44:00
"561","Made my teenage daughter very happy!","This iPhone 11 was a Xmas gift for my teenage daughter. She wanted the red one specifically, so I was very happy that Best Buy had them in stock. My daughter’s favorite features on her new phone are the improved camera and the extended battery life. She also likes that the Face ID feature keeps anyone from reading text previews on her lock screen. However, that may be my least favorite feature on her phone! ;)
Very pleased with this purchase overall!",5,2019-12-27 16:03:00
"562","camera does not operate  as it should","my phone work for only 3days will not let calls come in or me call out the beat it has done is take pictures need help",2,2019-11-18 20:46:00
"563","Iphone 11","Good phone but bogo by AT&T not honored so don’t know.",2,2020-01-03 15:31:00
"564","Great camera, worth the money","This phone has a great camera. I actually went from the iPhone 8 Plus to this. Was really hesitant about changing because of losing my home button, however, I have not missed it at all. It was easy to transition. The picture quality is also fantastic. The pictures are very detailed. Great Phone, would highly recommend.",5,2020-01-03 15:28:00
"565","Loving the New Iphone","Upgraded from the iphone 6 to the iphone 11 and am loving all the updates.  Very intuitive and user friendly features, bigger screen size, longer battery life, faster charging and much improved camera.  So glad there was an option at this price point, as I was not willing to pay $1,000 for a new phone!",5,2019-12-20 16:46:00
"566","A great phone with incredible improvements","A great phone with incredible improvements. I traded in an iPhone 6 for the iPhone 11 and what an incredible difference in processing, speed, quality, battery life, and The size of the  picture. The face recognition feature works every time even in pitch black darkness. I haven’t had the chance to use the dual camera lens yet but look forward toward it.",5,2019-10-04 17:02:00
"567","Amazing and user friendly!","The phone has an easy learning curve and the transfer to it from my iphone 5 was so very easy!
The pictures from the camera in this iphone are marvelous, crisp and clean. Such a sharp image with the camera in this iphone 11.",5,2019-12-29 13:47:00
"568","Great Phone","This phone is a great upgrade and a beautiful design.  I purchased the purple phone for my daughter and she loved it.  It has all the great features of the iphone plus many additional upgraded features such as the upgraded camera/picture quality.",4,2020-02-19 21:40:00
"569","Still dont have it","Because best buy uses USPS instead of someone else I dont know where my phone is and still dont have it yet.",1,2020-01-04 08:28:00
"570","Awesome phone!","This phone has an excellent camera. The pictures turn out amazing. It also has very good battery life. I can use it all day long and not even use up half the battery.",5,2020-01-17 10:50:00
"571","Failed","Install was in completed , now I have to take off another day to have someone else come",1,2019-12-20 16:37:00
"572","Delayed order","Phone doesnt work good yet. Best buy through products are not good",1,2019-12-20 15:47:00
"573","Was put in mailbox I never signed or anyone at hom","There is a huge risk buying things at best buy. Mo piece of mind",1,2019-12-11 20:55:00
"574","Awesome phone. Easy to use.","This upgrade is great & easy to use. Love the camera! Charges really fast & battery lasts.",5,2020-01-08 14:01:00
"575","Apple Continues to Impress","Even though this isn't the Pro model with the ""best"" camera, the camera is still fantastic! (We used my phone for all of our Christmas photos this year.) I was a bit skeptic about not having a home button when I upgraded from a 7+, but I have been pleasantly surprised at how easy and intuitive the interface is... again! Last time I got 256GB and never used even nearly half of the space, so this time I went with 128GB, and it has been plenty of storage for me. The battery lasts much longer than my 7+ ever did. I use my phone for business, and I have not yet once had to plug it in before I go to bed at night, and frequently I don't have to plug it in overnight. Price point is my biggest gripe, but I got it from Best Buy at a discount, so it wasn't as bad as I feared. I definitely recommend the iPhone 11.",5,2020-01-16 12:29:00
"576","Surprisingly Worthy Upgrade from my iPhone XR","First off, I really loved my XR. I liked the screen size, how powerful the processor was, and the battery life. Contrary to what some people have said, the screen quality on the XR was more than adequate, and my previous phone was the X which has an OLED screen. I even found the camera quality on my XR more than adequate. 

I will say the only substantial difference between the 11 and the XR is the camera. The speaker quality is somewhat clearer with more depth than the XR, but the speakers on the XR are really good and the difference is minor at best. The same is also true for the battery life. The battery life on the XR is great with the 11 slightly greater (with both phones it's unusual for me to have less than 50% battery life at the end of a long day).

Having said all of this, the new cameras are so good it's worth the upgrade from the XR to the 11. I love the night mode and the ultra wide lens. I'm able to take any number of photos I really couldn't take on any iPhone before. But beyond that, the video quality and still life quality on the standard wide lens is the biggest jump I've seen in any iPhone since the iPhone 6 came out. This isn't the sort of upgrade anyone with an iPhone 8 or maybe even iPhone 7 needs, but it's nevertheless a terrific upgrade I am happy I made.",5,2019-11-23 00:20:00
"577","Love the 11!","Long battery life plus wireless charging. Amazing camera, easy for amateur to take beautiful photos.",5,2019-12-08 05:06:00
"578","Great phone","So far I love it. Battery is very nice and pictures are beautiful. Easy to operate",5,2019-12-20 15:33:00
"579","Phone had a lot of problems","Had to get a replacement at apple 
After waiting for 3 hours",1,2019-11-08 21:11:00
"580","Great camera","Great battery life and quality
Excellent camera quality 
Love the color",5,2019-12-21 08:52:00
"581","Signal Reception Earns iPhone 11 1 Star","iOS is beautiful, as always. I've used iPhones for years now. 

The signal reception is an absolute joke ever since they switched to Intel. Granted, I do live in the country, but my Galaxy s10e has none of the same signal issues here. VoLTE on the iPhone 11 simply doesn't work unless you're in a super strong signal area, and the signal continuously drops in and out at my house. The amsung Galaxy s10e gets full bars and I have zero trouble talking over VoLTE, at the same location. 

I'll be returning this and keeping my iPhone 8 Plus until Apple decides to use Qualcomm instead of Intel.",1,2019-09-29 12:49:00
"582","Great phone upgrade","I finally gave up on my iPhone SE after the battery started playing out and being product shamed for having such an old version (is that the first iPhone ever??).  The iPhone 11 is a beautiful phone with a long lasting battery and great camera.  My only con is the size - it is significantly larger that my old one and it appears to be very fragile.  My fear is it falling out of a shallow pocket (don't want to add a case due to its size), so I got roped into the Apple Care.  I also like the 128K to store music and photos.  In spite of the size adjustment, I'm very satisfied with the product.",5,2020-01-24 16:24:00
"583","A great phone upgrade","My wife isn’t really worried about how up to date her tech is, but she’s soooo glad she upgraded from her iPhone 6S to iPhone 11. She loves the full screen and said she got used to not having a home button with a day or two. The camera is great and overall such a nice phone. She was not a fan of the fingerprint ID so changing over to face recognition is something she loves. And nice to have an option that was less expensive as the Pro options. When we bought iPhone 11, Best Buy has a sale where it was basically the same as an XR.",5,2020-01-31 14:53:00
"584","Easy to use","This phone is available in great colors with a great camera!!",5,2019-12-06 15:19:00
"585","Good for You Even if You Are Not Tech Savy","First, the camera is fantastic. I gave this to my wife at Christmas. Yes, she knew she was getting it, and it was what she wanted. (It replaced her 5C.) She is not tech inclined, so I was concerned about her getting a new phone with a new IOS and without a home button. However, she hasn't asked me to help her very much at all because the interface is so user friendly. I think you'll be happy with this phone even if you don't like ""gadgets.""",5,2020-01-16 12:35:00
"586","Fabulous Phone","I was long overdue for a new iPhone.  I went from a 6S to the 11 and wow!  What a difference in speed, picture quality, sound, everything.  The price was good, too.  I was glad I had waited so long to get a phone.  After taking some time to adjust settings to what I wanted, this phone functions perfectly for me.  It will serve me well for several years as I am not a person who needs the newest iPhone at every release.  I got the purple color,  which is really a grayed-out purple, so it’s subtle.",5,2019-11-16 06:05:00
"587","Easy to operate and camera is great.","The iPhone 11 is easy to operate and the camera takes amazing pictures.",4,2020-01-03 22:16:00
"588","Living up to its hype","This phone has an amazing camera. It is also the fastest yet. I upgraded from an iPhone 7 which I would have to sometimes charge twice a day. I am getting 1 1/2 days + out of one charge on this phone. That’s AWESOME!  It is definitely living up to all the hype.",5,2020-02-01 08:44:00
"589","Replacement for my Iphone 7","I damaged my Iphone 7 display severely that I had to replace it. It was a good phone but could not get the same model. The closest was an Iphone 8. Then I saw this Iphone 11 for only $100. more the the Iphone8 and larger screen plus better battery life. A great value and photos are so much better with this model.",5,2020-01-11 10:21:00
"590","Great camera and battery life!","Just bought the phone for my daughter for Christmas and she is absolutely thrilled with it. She loves to take videos and selfies so this camera really fits the bill for those activities and the battery life lends itself to lots of action without missing a beat. The increased storage is also a much needed upgrade over her iPhone 7.",5,2020-01-04 08:26:00
"591","Great product from Apple.","Love this phone. I have owned this phone for about 4 weeks and I like the battery life the camera. Best Buy did a great job transferring the old phone to the new phone with no problems. Very happy!!!",5,2020-02-07 19:13:00
"592","Iphone 11 exceeds expectations","I traded in my Iphone 7 Plus for an Iphone 11.   The Iphone 11 is a fantastic phone - great camera, very fast processor and what I like most is that there is no home button allowing the phone to be a smaller footprint than the 7 Plus.  Fits much easier into my pocket.",5,2020-01-04 07:58:00
"593","Better battery life, great camera","I upgraded from iPhone X to iPhone 11 and am very happy with the decision.  The battery life is better and it has an amazing camera and to top it off, I was able to get a red phone.  Oh, almost forgot, I was able to save about 25-30% on my monthly phone payment too.",5,2020-01-03 15:14:00
"594","Love this new phone","This has a great camera. The phone is great for how many gigs it has. The only complaint I would have is that it is a little bit large however it is easier to view things on your phone",5,2020-02-07 15:24:00
"595","Great phone value","This phone is great amount of features and quality for the price.  Screen is fantastic, battery life stunningly long, and the iOS 13 improvements make use really easy.  

So far so good on the camera and noticeable improvements in low light settings.",5,2020-01-09 08:11:00
"596","Love the phone. Great camera!!","I upgraded from a iPhone 7+. The phone is very similar, but the camera is a great upgrade. I love the ability to use differs types of lenses. The wide angle is great. The low light mode takes great photos without a flash. Photos are clear and vibrant.",5,2020-01-04 10:04:00
"597","Nice upgrade from iPhone 7","Got a great deal on my upgrade with Black Friday deal can’t beat the sale with my trade in. The iPhone 11 takes phenomenal pictures , got the 128 gb to have lots of storage . As always apple delivers with these new iPhones .",5,2020-01-12 23:54:00
"598","It’s perfect it’s an iPhone","Battery life forever. Everything I would expect from an iPhone. Wonderful camera, quality device, beautiful screen and battery life that blew away my expectations.",5,2020-02-04 19:35:00
"599","Love my new IPhone 11","Very easy to use.  I seamlessly went from a 6S Plus to the 11 with no problems.  Love the camera.  I didn't have all these modes on my old phone.  Purchased more gigs because this is my computer that I can use to make phone calls!",5,2019-12-27 17:16:00
"600","terrific upgrade from a 7","My daughter has been delighted with the 11.  Her 7 had been a workhorse, but it was starting to have issues.  The 11 camera in particular is just an amazing upgrade.  Such nice images.",5,2020-01-17 20:57:00
"601","Great","Enjoying the upgrade so far! I jumped from an iPhone 6 to the 11. It didn’t take long at all to get used to not having the middle or “home” button. Enjoy the facial recognition and improvements with camera and screen quality.",5,2019-12-28 14:25:00
"602","Impressed upon switching from Android","I switched from an LG flagship phone after years away from iPhones, and I have been very pleased with iOS 13. Easy to use. Nice screen. Takes gorgeous photos. I did not feel the need to invest in the more expensive model.",5,2019-12-29 20:24:00
"603","Went up 5 generations and can tell a difference!","Some people I’ve talked to said they can’t tell a difference in iPhones. I went from a 6s Plus to the 11 and I can tell a huge difference! The quality of my battery, the AMAZING camera, the WiFi speed (my 6s SUCKED on our WiFi at home) and the phone service!",5,2019-12-06 20:50:00
"604","Love this phone","Love the color red.  Battery life is so much better than my IPhone 7.  Still trying to get used to no home button.  I like Face ID a lot better than the fingerprint I’d.",5,2020-01-10 19:28:00
"605","Great price for a great phone","I bought this for my son and he loves the upgraded camera and battery life. Apple hit a home run with this device.",5,2020-02-08 00:32:00
"606","Excellent upgrade iPhone","The new battery life is awesome. I really like the ease of setting up of facial recognition. I love the clarity of the photos. However, it is a pain to set up new passwords for all the apps.",5,2019-12-27 22:08:00
"607","Camera quality if super","The camera and photo quality are a real upgrade and work well. It is disappointing and frustrating that there is still an issue with receiving all text messages. It seems to be happening with a couple of contacts and we have tried all of the ""tricks"". This happens with carriers other than ours too, as another user has the same issue on a different carrier too.",4,2019-12-28 08:50:00
"608","I love my new iphone 11","Easy to use, very attractive, great camera, great wallpaper offerings, only good things to say.",5,2020-02-15 14:10:00
"609","Best phone ever","Excellent phone, great camera and battery. The only con, is I wish it was not all made of glass. Scared to be too rough with it.",5,2020-01-24 17:24:00
"610","The larger screen is the best.  Nice color, too!","Love the new camera features.  The larger screen and NO home button are great improvements.  This color is perfect.",5,2020-01-31 18:13:00
"611","Great new Apple iPhone!","The iPhone 11 is everything you could want in a phone and the new camera is excellent. It takes better pictures than my point and shoot camera.",5,2020-01-11 08:27:00
"612","iphone 11 camera is a huge jump from older models","It's fast, the battery lasts forever, it has an excellent quality Samsung camera with tons of new features...iphone has done it right this time.",5,2020-01-10 18:01:00
"613","Clear resolution but no Touch ID.","This phone has three drawbacks in my opinion which make it a step backwards for me. 1) No Touch ID. That’s huge because I used it for all my frequently used apps.  2) Screen does not rotate when locked. I could sign in from any direction on my old phone.  3) Facial recognition to sign in. I want to be able to study the face of the phone without it opening up.  Touch ID is what I really miss. I asked about it specifically and was told it would work.  The other two are just annoyances and the rest of the phone is great. I love the color choices too. And the cameras are fantastic compared to my old phone as is the screen resolution.",3,2020-02-07 16:33:00
"614","Good upgrade from iPhone 7","Phone is sleek and more powerful relative to older iPhones.  The camera options are great and picture quality is top notch.",5,2020-01-17 16:38:00
"615","Amazing","Great quality. Great camera. What you know and love. Seamless transition.",5,2020-02-15 10:19:00
"616","Great quality camera","The camera quality is great very vibrant photos and screen",5,2020-02-21 19:57:00
"617","The camera is great asi take lots of pictures to","We are still learning how to operate them learn mor every time the grandkids come over and show us something new",5,2020-01-15 19:07:00
"618","Excellent camera","The color of my phone is yellow and I love it. I also love not having the home button and it didn’t take long to get used to not having it.",5,2019-12-27 20:58:00
"619","Great new phone","Love the new iPhone 11 
It’s long battery life & camera are great 
Highly recommend this for anyone",5,2020-01-18 12:13:00
"620","Best iPhone yet!","Best iPhone to date. The advances in camera and battery life are terrific.",5,2020-01-31 15:16:00
"621","Love the color","Love the color And  phone wish it wasn’t so expensive however I like the simplicity of use",5,2020-01-19 16:27:00
"622","Great deal!","Can’t believe the iPhone 11 was so affordable. Loving this phone so far. Camera is amazing and battery is great!",5,2020-01-03 17:47:00
"623","Best iPhone ever","Super cool camera specially the night pictures. Face recognition works great.",5,2020-01-26 17:45:00
"624","Fantastic","Upgraded from a 6S so obvious improvements here but have been very pleased with battery life and ease of use.",5,2020-01-04 12:36:00
"625","Perfect Christmas gift","Of all the colors, this is my favorite. Little tough getting used to no home button, but love the cameras and functionality..",5,2019-12-20 16:09:00
"626","Love it","this Phone is fantastic . It takes amazing pictures. The battery life is long and charges quickly. It’s one of the fastest iphone I have owned.",5,2019-12-06 18:33:00
"627","Great new phone","Great new iPhone. The slight increase in size is very welcome from the X. New camera takes crystal clear photos.",5,2019-12-27 17:38:00
"628","Great New iPhone","Great update to the camera. Different color options available to personalize it.",5,2020-01-18 07:52:00
"629","Best phone ever","The picture quality is the best, I'm not a techie but i found the phone very easy to use",5,2020-01-12 20:23:00
"630","Great phone and love the camera.","I love it and it has lots of apps for everything you need. My son loves that I choose the black one.",5,2020-01-03 15:35:00
"631","Great phone","Great phone easy to use!!!   Recommend for anyone!! I love this red color it is vibrant and fun!!",5,2020-01-03 15:39:00
"632","Love this new iPhone!","this is my first iPhone and so far, I love it.  Easy to set up, easy to use.  Great camera.",5,2020-01-03 16:06:00
"633","Fantastic phone LONG BATTERY LIFE","This phone is absolutely amazing, the mint color reminds me of Tiffany blue and the battery life is very long!",5,2019-12-18 15:50:00
"634","Great phone","So far the battery life is great.  Upgraded from iPhone 7 Plus.  Great camera also.",5,2020-01-03 19:35:00
"635","Very user friendly","I up graded from a 6s and so far am very happy. Loved the color choices. It is easy to navigate around and learn new things by myself.",5,2019-11-23 18:44:00
"636","Great upgrade","Beautiful pictures, great display, love the speed and ease of use",5,2020-01-10 16:55:00
"637","Great pictures and great clarity on screen.","I really like my new phone, it’s size and ease of use. I appreciate all the tips that come up automatically.",5,2019-12-06 16:58:00
"638","Great pictures and battery life","The phone has a long lasting battery and takes great pictures.  Switched it it from and android device and that wasn't too painful.",5,2019-11-16 06:35:00
"639","Love it!","Camera is so much better. Battery life is great. Wonderful upgrade from my old phone.",5,2019-12-21 07:06:00
"640","Love the new color options!","Great phone and great selection of colors. Cameras are nice too.",5,2020-01-03 16:33:00
"641","Great battery life and camera","Love the new iPhone 11, great battery life and camera features.",5,2019-12-30 09:36:00
"642","Great camera","Great camera I love the quality pictures this phone takes",5,2020-01-03 16:06:00
"643","Love it","Great phone. The new camera is awesome and so is the battery life.",5,2019-12-26 19:29:00
"644","Apple Cell Phone","Outstanding quality, Easy to operate and the camera is fantastic",5,2019-12-27 17:45:00
"645","Works great","The iPhone has great camera quality and very easy to use. Got it at a good deal.",5,2019-12-13 18:44:00
"646","Apple Cell","Love the phone. Quick and easy to operate. Camera is fantastic",5,2019-12-27 17:42:00
"647","Love the phone","I love the new features and ease of using the new phone. Love the color. Great value.",5,2019-12-07 04:32:00
"648","Typical apple","Works great. Battery life is terrific compared to old phone, 6S.  Camera is great as well.",5,2019-12-01 10:23:00
"649","Great phone!","It’s Fast, durable and battery easily lasts ALL DAY! 
The new Ultrawide camera is so cool!",5,2019-11-29 09:41:00
"650","Love it","I love this phone.  I had a Samsung S8 that was a nightmare.  This phone is so much more user friendly.  I am very happy with this purchase.   Also, the rep I dealt with at Best Buy, Jack, could not have been more helpful, knowledgeable and kind.  He did everything possible to make my buying this phone easy and stress free.  He spent all the time I needed helping me, showing me and getting me comfortable using this new phone. I could not have asked for a better experience.",5,2020-02-15 22:54:00
"651","Awesome!","I love the new iPhone! The camera is sweet! Love all the color options.",5,2019-12-13 16:48:00
"652","Great phone","I love my iPhone 11! The battery life is great and the camera is so clear",5,2019-12-07 17:13:00
"653","Color is nice","Besides of the camera being great overall the color blows me away that it has.",5,2019-12-02 04:57:00
"654","Useful every day.","Easy to use if you are familiar with iPhones. The camera is great. Also good array of apps available.",4,2020-01-18 06:52:00
"655","Great phone with all the features needed.","Bought the phone for my daughter for Christmas and she just loves it. Great battery life, clear crisp screen, and simple.",4,2020-01-03 15:33:00
"656","I love my new phone!","The camera is great, the battery lasts so long and it is so fast! This is my 4th iPhone and I couldn’t be happier.",4,2020-01-05 18:43:00
"657","Love it!","Love the crisp pictures and Face ID. Large display and long battery life",5,2019-11-15 15:51:00
"658","Easy to use","Great phone for elderly people. Bought it for my father in law due to ease of use. OS is easy for him to grasp. Great quality build with a good camera.",4,2019-11-15 16:02:00
"659","my first iPhone","So far I am really happy with my new iPhone 11-yellow. I have only had it for about 2 wks. I wish it would come with a book for all the little things it does. I went to the site they recommend and did not have this exact one. watched some u-tube videos found it can measure, and level. need to find out more. much better sound than my old android. and much faster. user friendly. just hope I stay this happy later on.",5,2020-01-19 14:08:00
"660","Best iPhone Priced Right","I debated about getting the Pro but am very happy I went with just the iPhone !!. The only advantage with the Pro was the camera specs and being a professional photographer, the advantage wasn't worth the price. The iPhone has all the bells and whistles and is very fast with the apps I run. The upgrade from iPhone 7 to 11 was worth it although the re-learning curve is a hard due to the fact of no physical HOME button. But I really do not miss it.",5,2020-01-03 18:49:00
"661","Beautiful phone!!","Bought this for my son to replace his 2 year old iPhone X.  The trade-in deal was excellent, making this purchase an absolute bargain.  As you would expect, it does feel faster than the X, and the slightly larger screen is noticeable and welcome.

For the camera, we haven'y had a chance to test it out too much, but they do seem very good.  The speed of the camera is noticeable, which is nice.  

I would certainly recommend this phone to someone looking to upgrade.  The Apple ecosystem is excellent!

We had this picked up at Best Buy, and they also helped with the setup of the new phone.  The staff were great and very helpful.  We did have a little wait and it seems there were some delays with iCloud that caused some small issues.  Overall, great product and experience with the Best Buy team!",5,2019-09-27 15:21:00
"662","Love this phone!","I was an iPhone user several years ago, but I switched to Android in recent years because I got sick of my (old) iPhone crashing since a new one had just been released. But it was time to upgrade my Galaxy S8, so I decided to give iPhone another shot. & so far I do not regret it! Great battery life, quality build & excellent performance!!",5,2020-01-26 08:19:00
"663","Absolutely Awesome","Upgraded from the 7plus and I can’t say enough how happy I am that I upgraded to the 11. Crisp clear photos and video. Slow mo is amazing. Supper fast and responsive. Face ID is wonderful. I thought I wouldn’t like The fact there isn’t home button but I love it. Smaller phone with a larger screen makes handing easy and convenient. If you haven’t upgraded yet. Why are you waiting.",5,2020-01-03 20:40:00
"664","The Iphone For mostusers","It's an iphone and it works as it should. Solid build and great cameras. For 90% of the people out there this is the one to get for 700 bucks. No need to drop a grand on the pro version for an amoled screen and extra seldom used camera. Remember folks, this is a phone first and foremost and the base iphone 11 delivers all you'll need.",5,2020-01-17 16:20:00
"665","Love the purple!","I’ve come  to find out people either Love Apple or Hate it. My family and I are Apple lovers! lol. We have all Apple products ( MacBook, iPad, iPod, AirPods, and phones) and love how they connect so easily to each other. This phone is no different. We love it! Daughter loves purple so when she received her first phone for Christmas she was excited!",5,2020-01-10 17:00:00
"666","Clear pictures","Awesome iPhone 11. It has a great camera. Very clear pictures",4,2019-12-06 16:09:00
"667","Great phone for the new year","I traded in an old I phone for the new one and could not be happier with it.  It works so much better than the previous one and is actually much easier to operate.  I love all the features on it and the screen is much larger than the old one also.  Much easier to see things on the larger screen.",5,2020-01-18 10:20:00
"668","Nice phone","It was time to upgrade my 6plus and I didn’t want to spend $1200 on a phone. I just needed something nice that won’t be obsolete and not supported in the immediate future 

The 11 was on sale plus they took in trade my old phone making it a win-win. It takes some getting used to no button, etc, but I love it and the battery life makes it all worth it.",5,2019-12-22 11:17:00
"669","iPhone 11 has excellent camera!","I love my new iPhone 11.  It is definitely different than my old iPhone 7 because you swipe and use it somewhat different than you think.  I am finally getting use to it and I love it so much!",5,2020-02-21 11:55:00
"670","Easy to use!","I bought this for my mother, she transitioned from a galaxy note 3! So when I asked her what she thought of it she tells me she loves the camera and that the functionality is easy to pick up.",5,2020-02-21 15:19:00
"671","Great phone!","Getting this phone was a big step up from the 6s that I had for many years. Now my phone runs quicker and has 4 times the storage. The battery is awesome also. I’m able to stream music and play games for hours and most of the time only have charge while I sleep.",5,2020-01-24 18:36:00
"672","Great upgrade from i phone 7","Purchased a purple i phone 11 64GB for my daughter as an upgrade from an i phone 7.  She loves the color.  She thought she would miss the home button but got used to not having it within a day and now loves not having it.  She says it is much faster and she likes having the bigger screen, even though it is heavier.  In summary, she likes everything about her new phone.",5,2019-12-08 09:40:00
