"","Heading","Text","Rating","Time"
"65","as you would expect from an iphone","battery is outstanding. great camera. will not be disappointed.",5,2020-02-29 09:09:00
"66","Great Phone","I bought the IPhone 11 for my wife since she needed an upgrade. She really likes the clear  display and speed of the phone. It has nearly all of the same features as the IPhone 11 Pro for $300 (30%) less. It is the one to buy if you need a new phone.",5,2019-11-17 19:38:00
"67","love the camera","I got the iphone 11 to replace my iphone 7, the new camera is far nicer and take great photos.  I like the speed of the phone, the facial login over the pass code login and I like that the home button has gone away.",5,2019-12-06 18:41:00
"68","It takes great pictures","I had a 6 S Plus and was rather large and at first had trouble adjusting to smaller size of the 11 but quickly adjusted.
I love the new features which no longer has the button at the bottom so it gives a larger screen.  It takes great pictures and I love the color .  I am very pleased",5,2019-10-29 09:58:00
"69","Great phone","Easy to use, bit of a learning curve for the first day but all is good now. Love the increased storage,plenty of room for all my stuff.",5,2019-09-22 19:22:00
"70","Great Buy","I bought this phone for my son and he loves it.  He even did his research before I purchased the phone.  The iPhone 11 seems to be the better phone right now.  Great buy for the price.",5,2019-12-21 09:03:00
"71","Great Phone","upgraded from the iPhone 7 Plus.  Really the only thing that I SOMETIMES miss is the 2x telephoto lens, but that's actually been pretty rare. The ultra-wide lens is fun to play with and can result in some pretty cool looking shots. 

I thought I would be disappointed with the screen, but I actually like it more than my 7 Plus and the battery is just phenomenal. I used to get home and have to charge as I was already hitting 20%, now I'm usually around 60% when I get home from work and barely hitting 40% by the time I'm getting ready to go to sleep.",4,2019-10-17 18:14:00
"72","Loves it","My wife had iPhone 8 and you wanted to upgrade wasn’t sure about the 11 but we decided to go ahead and try she’s been happy ever dincr iPhones the better phone of the phones out there",5,2019-12-20 19:06:00
"73","Great Camera","Like the camera ray to handle for people with small hands",5,2020-02-28 18:59:00
"74","Overall speed","I like the speed of the iphone 11 compared to the iphone 7, the camera is a lot nicer and my photos look great.  I like the face login instead of the pass code and also like that ther's no more home button.",5,2019-12-06 18:37:00
"75","Great iPhone to upgrade","Awesome phone with great new designers. Highly recommend",5,2020-02-28 15:51:00
"76","Love it","I finally upgraded my 6plus to this 11. What an amazing phone compared to the 6plus. I love that it has a bigger screen yet is ""smaller"" phone. This fits in pockets much easier. I didn't need all the fancy cameras of the 11Pro, so this phone is perfect. Plus it is $20/month less.",5,2019-10-26 05:09:00
"77","iPhone 11 - Black","The phone as it’s predecessors is great, great quality and the kids really like the camera. We got it as a Christmas gift and it was a hit!",5,2020-01-10 20:02:00
"78","iPhone 11 - Teal","The phone as it’s predecessors is great, great quality and the kids really like the camera. We got it as a Christmas gift and it was a hit!",5,2020-01-10 20:02:00
"79","Great phone","Great smart phone takes and displays great pictures.",5,2020-02-28 19:06:00
"80","Great phone","Got this to replace my iPhone 8 ain’t disappointed. Great screen size",5,2020-02-19 16:30:00
"81","Easy data transfer and quick set up","Bought this phone for my wife and used the new wireless data transfer.  I moved all of the apps and I go from her old phone to this new one completely wirelessly and within 30 minutes.",5,2019-12-13 15:17:00
"82","excellent phone","great phone with lots of wonderful features.  so easy to transfer all the information from my older iphone.",5,2020-01-27 08:13:00
"83","Perfect phone for anyone!","My 7 yr old daughter got this same phone for Christmas and it was so easy for her to transition from her 7 to the 11. Great OS as usual. Easy if use next to none.",5,2019-12-25 10:36:00
"84","Nice","Need a new phone. did not see the virtue of 3 cameras. very happy.",5,2020-02-19 18:47:00
"85","Great phone for tech junkies!!!","The camera is phenomenal, service is awesome. AT&T reaches just about everywhere with the iPhone 11. With stunning style this phone is just plain sexy. Customer service was spectacular, the girl who helped us was very knowledgeable and answered every question I had in full detail. 5/5 would recommend!",5,2019-10-04 16:16:00
"86","Best Buy Is the Only Place to Buy a Phone","My husband and I have purchased most all our phones from Best Buy over the years.   We also purchase laptops  and other equipment from them.   This is the only place to buy electronics.  The people are helpful and the Geek squad is great!",5,2019-11-09 08:18:00
"87","Worth the wait!","I held off from upgrading from iPhone7 and the 11 is a huge jump. Faster, smoother, and the big screen is great. My favorite is the night mode feature on the camera. I take lots of pictures in my dark den during the winter hibernation and the quality and clarity is amazing!",5,2019-10-18 20:51:00
"88","Upgrade","The process to get the iPhone here was so easy. Staff very nice compare to the ones from the actual branch.",5,2020-01-24 16:03:00
"89","It’s an iPhone","Got this for my wife as a Christmas gift and absolutely loved it. Easy to get used to and the features are a great welcome",5,2020-01-15 07:04:00
"90","Love iphone","What can yoou say it is a great upgrade iphone, love it. So many wonderful options.",5,2020-02-07 16:38:00
"91","IPhone 11","I love my new phone! My pictures are so clear, now I have a larger memory phone.  The IPhone 11 is really a great phone that you will enjoy!",5,2020-01-03 21:59:00
"92","still learning","still trying to go from a 6 to the 11.  A lot of nuances, I need to get a cover.",5,2020-02-08 08:07:00
"93","Holds charge longer","Holds a charge better than my old phone.
Wish there was a way to scroll back quickly to beginning of apps on home screen, since there is no Home button that I could use to do that, on my last iPhone.",4,2020-02-09 15:49:00
"94","Can’t go wrong with Apple","It was much needed upgrade for me from 6+ to 11. I must say every bit of technical has changed for better and improved interactions and usage. I am still a fan of Apple as they have kept it simple , user friendly and also relevant.",5,2019-11-08 19:01:00
"95","Quality you expect from Apple","I bought this as a Christmas gift for my wife. She was thrilled and loves her new iPhone. It was definitely an upgrade from her old one.",5,2020-01-04 10:42:00
"96","In love!","I chose this instead of the pro because of price.  I went from the 7+ and love my new phone. I am an Apple girl and would definitely recommend this phone. I also upgraded for my 15 year old and she is pleased as well.",5,2019-11-15 15:35:00
"97","Better than Expected","I upgraded from an iPhone 7 and expected some improvements.  Wow was I surprised as this is quite an improvement.  The one feature I absolutely love is the new night mode on the camera.  I couldn't believe my eyes when I saw the quality of low light shots.   Super happy with y purchase",5,2019-10-04 15:15:00
"98","Latest and greatest","Apple's best yet.  Fast, reliable, and the screen size is great.  Glad I upgraded.",5,2020-02-03 20:40:00
"99","Easy Transition","Coming from a Galaxy to an Apple, at first the transition was hard, but after about a week, I’m finally starting to get the hang of Apple. The camera is the best I’ve seen yet and has taken so many good photos. It even makes my crappy lighting in my living room 100x in photos.",5,2019-10-08 09:56:00
"100","Best iphone yet!","The new iphone 11 is much faster than any previous phone, longer battery life, and the pictures from the new camera are fantastic.
Easy to use, and with no buttons to push, it immediately recognizes me when I pick up the phone and sees my face.
Well worth the low price.",5,2019-10-11 18:08:00
"101","Nice upgrade","I had a iPhone 6 Plus and they had a Black Friday deal on the iPhone 11 and I bought one and was surprised of the sound quality upgrade from my old phone.",5,2019-12-20 17:56:00
"102","For AT&T service","This was the quickest fastest way to upgrade your AT&T!! The AT&T store was over an hour wait!!  I got in and out of Best Buy 20 in minutes with a new upgraded working phone.",5,2019-12-06 19:00:00
"103","Amazing!","I have always had an iPhone, but never one without the home button.  This was a big step but it is very east to get the hang of.",5,2020-01-03 19:49:00
"104","Great","Great Product Love it I would recommend to anyone...",5,2020-02-19 21:55:00
"105","I love this phone!","It was so easy to transfer all the data from my old phone to the new Apple iPhone 11. I love that it has a light/dark feature. No complaints so far.
Thank you!",5,2019-12-13 18:38:00
"106","nice upgrade from iphone 8","good phone and pretty easy to move from iphone 8 to the 11.
Easy for wife to use",5,2020-02-01 08:29:00
"107","Ease of use next to none","This is and always has been my go to call phone. iPhone is the best. Great service, great care plans, and it’s ease of use is next to none.",5,2019-12-25 10:44:00
"108","Great upgrade for money!","The iPhone 11 is a nice upgrade from the 8 plus. The screen is large but the phone is a bit smaller and easy to handle. The color white is classic also. Very happy!",5,2019-09-27 20:55:00
"109","Camera is everything","I upgraded from a 8 one week ago after killing my phone yes it completely died ugh. had to upgrade still getting use to some of the new features but love the changes",5,2019-12-06 15:50:00
"110","Great value","Best deal available at the time for new phone, and better value over the expensive Pro and Max phones",5,2020-01-16 07:00:00
"111","It is apple","It is pretty much just an upgraded XR. The size and everything is the same. Just the better camera. The color selection is there.",5,2019-10-25 15:21:00
"112","Live my new iPhone 11 in red..!!!","Enjoy and live my new iPhone 11... 
the touch screen is amazing.. All the new feature it has to offer from Apple.. Apple never cuts corners..
Definitely would recommend this iPhone 11 to my friends n family..",5,2019-11-08 19:38:00
"113","So far so good","My son loves this phone. I still have the 7 plus but will be upgrading to this soon. He says the speed and battery life are great!",5,2019-12-27 18:32:00
"114","Finally....my yellow 11!","I had a 7 and loved it but became very glitchy and moved to this. Love the yellow, camera and video are great! It is larger and heavier than than the 7 but the larger screen is much easier to see and love some of the new upgrades.",5,2019-10-24 19:59:00
"115","Merry Christmas","Had to purchase a new phone- sad story
My daughter loves the camera and the phone
Best Buy did a wonderful job helping me choose",5,2019-12-28 08:13:00
"116","Love this phone!!","Took a little bit of getting used to with no home button, but I truly love this phone. The bigger screen is great too!",5,2020-01-03 18:12:00
"117","Loving it","Really nice phone! I upgraded from a iPhone X and didn’t notice any difference going from the more expensive screen of the X to the 11. The battery life seems much better than my X and it seems to run much smoother. Happy with my upgrade!",5,2019-10-18 16:48:00
"118","Expensive But Needed","Moving up from an Iphone 6s the battery life is a significant bonus.  The phone is bigger but I wouldn't pay the extra cost to upgrade to the pro.  Not that much of a difference technically than the 6s.  However the battery life was a significant reason to finally upgrade.",4,2019-12-27 19:54:00
"119","iPhone 11","Satisfied with my purchase. Wasn’t satisfied with the amount of time I had to wait in line, after I purchased in store pick Up.",5,2019-12-28 01:15:00
"120","Works awesome!","I have had this case in the past for other iphones and this one works just as good as the previous ones, I would recommend it.",5,2019-12-27 16:40:00
"121","Great new iPhone","I’m enjoying my new iPhone. The salesman was really knowledgeable and friendly.",5,2020-01-26 09:03:00
"122","iPhone 11","Love my new phone. Still getting use to it. Would recommend",5,2020-02-07 15:42:00
"123","Was time to upgrade!","At first I thought I would hate not having the home button, but now I forgot it even existed! Takes great pictures!",5,2020-01-01 10:53:00
"124","Great phone for dad","Was for dad's new phone. He needed a new phone desperately so kids bought him it for xmas.",5,2020-01-17 16:09:00
"125","Love it!","The updates take some getting used to - I still can’t swipe to type all that well - but the phone is amazing!",5,2020-01-04 07:30:00
"126","Great Phone","Switched from an Android phone to the iPhone 11.  So far I have been very happy with it.",5,2020-01-17 21:59:00
"127","Nice phone","Nice upgrade.  Good value compared to the max.  Very happy with performance and durability.",5,2020-01-15 19:28:00
"128","I lime it so far","I had a IPhone 7plus. There are differences in the picture taking. Can’t figure out how to take a picture of what is on the iPhone screen.",4,2020-02-21 17:09:00
"129","Great iPhone overall","Really like face recognition feature. Haven't really tried photos yet. The swipe vs button is also good  after you get used to it.",5,2019-12-20 16:39:00
"130","Exactly what I expected","Haven’t upgraded since the Apple iPhone 7+. Very impressed with the new model and glad I bought the base model. FaceID works perfectly. Battery life is crazy good. Always worth the investment.",5,2019-11-09 19:28:00
"131","Love It!!!","Loving my new phone.  I had a problem at first with it connecting to my car Bluetooth, but now it is connecting with no problem and seems to work really well.  Picture has a good quality.",5,2019-11-12 15:28:00
"132","Excellent","I love this new phone!  Easy to learn the new system and I really likje the face recognition.",5,2020-01-13 15:04:00
"133","great product","Replacing an older Iphone, it's nice to get the larger size; easy to read and type on.  Also a lot of new features with the OS that I didn't have before.  Phone itself works great, nice and loud, great screen, nice cameras.",5,2019-10-19 11:35:00
"134","Better than an IPhone 7!!!","Just upgraded from the 7 and even Apple Car Play features were updated and I’m impressed!!!",5,2020-01-13 05:50:00
"135","Great phone","The screen is bigger than the regular pro.
Unless you are a photographer don’t spend the money on the pro. The cameras are the same on both phones",5,2019-12-06 15:56:00
"136","Love the new iPhone","We love the new iPhone.  We upgraded from the 6S and have found the new speed and abilities of the 11 to be a great enhancement.",5,2019-12-18 11:21:00
"137","Great phone","Love my new iPhone 11.  It’s been awhile since I’ve had a new phone.  Love the bigger screen.",5,2020-01-10 18:35:00
"138","Love this phone!","Bought it for granddaughter for Christmas.  She must love it because I haven’t her complaint about it.",5,2020-01-03 18:44:00
"139","Love my new phone!","I waited a while to get a new IPhone and I love the IPhone 11! I chose the red phone and have enjoyed it very much. iPhones are very user friendly and this one has some great features.",5,2019-11-09 07:22:00
"140","Very happy","Pleased with purchasing our phone with Best Buy once again!  Efficient service and quick processing.",5,2020-01-03 15:51:00
"141","Great personal service from James Stack","Manager of the store went out of his way to make my purchase a easy and painless, and made sure we got it for christmas.",5,2019-12-20 16:29:00
"142","iPhone 11","Had a IPhone 7 and it was time for an update and I’m glad I did! Battery charges quicker and lasts longer! I have 2 cameras in 1 phone! Faster in googling things up! And not too small or large, just right! Love the purple!",5,2019-10-11 16:53:00
"143","Great phone","Learning this new phone has been fun. From what I’ve seen so far is this works well for my needs. Since I’m not a photographer I don’t need three cameras. Two is fine. 

Love all the features",5,2019-11-01 16:37:00
"144","iPhone 11","Switch back to IPhone from Samsung. Really pleased with the phone and watch combo",5,2020-01-15 17:06:00
"145","Love it!","After I got used to not having a button to push it was great! Very happy with new phone.",5,2020-01-10 21:03:00
"146","Great phone.","I bought this phone for my son.  He absolutely love it!",5,2020-02-02 08:59:00
"147","iPhone","Another IPhone. Exactly what you’d expect, but purple.",5,2020-02-02 20:01:00
"148","Best iPhone yet~","Birthday purchase - son loves this new iPhone. Takes great pictures-he loves it.",5,2020-01-15 21:15:00
"149","Ont much different from the Pro honestly.","This was bought for my wife since she wanted the color. But I got the Pro11 at the same time and TBH, hard to tell the difference. Speed, screen and camera abilities are so close.",5,2019-11-08 16:07:00
"150","Fantastic product - big upgrade from the iPhone 8","Great product and would recommend to anyone who is ready to upgrade their phone",5,2020-01-15 18:09:00
"151","If you need an upgrade the 11 is the way to go","Enjoying the camera options and not having to worry about up dating apps is great!
Mine is green but they have other colors as well including purple.
A little heavier than other iPhones.
The price is great!",5,2019-10-20 08:58:00
"152","Great iPhone","THis iPhone is really great and my friend enjoys it, gave it as a gift.",5,2020-01-20 20:12:00
"153","iPhone 11","So far so good.  Really like the color of my red phone.  I’m definitely an Apple fan.",5,2020-01-11 02:36:00
"154","Best iPhone yet","I upgraded to this from the iPhone 8 Plus. Went back and forth about the decision to lose the home button for weeks. I can honestly say I don’t even miss it! This phone works seem less with Face ID! It has an awesome camera too.",5,2019-10-04 15:35:00
"155","Great phone","Set up was easy  and good features,  ordered on line and received on promised date",5,2020-01-12 22:40:00
"156","So far so good.","So far so good.I’ve had this phone since the first day they were available in the store and it has proven very dependable. The battery life is incredible. The darkroom affect is OK however you could always adjust the lighting.",5,2019-10-04 16:35:00
"157","Salesperson helped set up phone and transfer data.","Salesperson did a good job of setting up two iPhones and making sure all data was transferred.",5,2020-01-03 18:28:00
"158","Great new iPhone .","Great new IPone.  It has many new features!  Have to learn how to use it.  Just got it for Chanukah!!!",5,2019-12-28 13:12:00
"159","Great phone-got it for my daughter","My daughter really likes this phone. Better than her last one!",5,2020-01-24 15:46:00
"160","iphone","Great phone. So far I am enjoying still learning different fuctions.",5,2020-01-20 06:07:00
"161","iphone","Great phone. So far I am enjoying still learning different fuctions.",5,2020-01-20 06:07:00
"162","iphone","Great phone. So far I am enjoying still learning different fuctions.",5,2020-01-20 06:06:00
"163","Wife love it!","It was a Christmas present to my wife. She loved it. You can’t go wrong with this phone.",5,2020-01-05 20:59:00
"164","easy to purchase at Best Buy. Helpful staff","Happy with purchase.  Staff very helpful. Bought as gifts and worked out well.",5,2020-01-11 15:24:00
"165","Son loves it","Perfect phone for my son. It’s a good size phone with a large screen.",5,2020-01-17 23:55:00
"166","Great phone","Iphone never fails to amaze me. Very happy with my purchase",5,2020-01-24 16:51:00
"167","iPhone 11","I upgraded to the iPhone 11 from iPhone 8. Love the newer features. I’ve owned Apple phones since iPhone 4. Very good phone.",5,2019-12-09 06:25:00
"168","Great phone...","Love this phone..however had to return to get one with more storage because my old one was 256 gb.",5,2019-12-27 16:06:00
"169","Great phone to upgrade","Easy transaction and moved info from old iphone to new iphone at Best Buy.",5,2020-01-12 11:58:00
"170","Really like this phone","Really good phone. No problems or concerns.   Very happy.",5,2020-01-24 15:17:00
"171","For My Son","I got this phone for my 18 year old son and he loves the phone...",5,2020-01-18 19:43:00
"172","Simple to use great all around","Pretty much like every other iPhone. Easy to use, great camera, faster, battery life is great. Phone is slick without a case and will slide right off your lap onto the floor.",5,2019-11-01 15:39:00
"173","Awesome","This is an Apple phone, what more can you say. I bought this as a Christmas present",5,2020-01-03 15:46:00
"174","Good","Better than my 6s. faster and bigger. The customer service are really nice too",5,2020-01-06 08:48:00
"175","Awesome So Far","Buds sound great, bought refurbished and rubber earpieces looked used, kind of gross, hence 4 stars are only because of best buy.
Don't let that stop you from owning these as they sound wonderful to me.",4,2020-01-04 17:21:00
"176","Upgraded from iPhone 6","Very happy with the upgrade from iPhone 6. Love the larger size.",5,2020-01-16 06:26:00
"177","Great Cameras, welcomed upgrade","Great iPhone as to be expected from Apple. The camera's on the iPhone 11 really make this phone worth the upgrade. Would recommend this to anyone thinking about upgrading from an iPhone 8 or older.",5,2019-10-11 14:50:00
"178","Lovin it & getting used to the size","coming from a 6s 
I typically used it one handed. 
a little getting used to needed for the larger size but love all the new functionality",5,2019-11-23 08:01:00
"179","Great Phone","Gift for my son who loves it and all the new features his old phone didn’t have.",5,2020-01-03 17:34:00
"180","Excellent upgrade","Switched from Iphone 7 to 11. Works like you would expect.  No problems at all.",5,2020-01-04 09:07:00
"181","Awesome Product","I upgraded from my iPhone 6 and it was well worth it. The screen is much better and the operating system is second to none!! We love it!",5,2019-11-23 17:02:00
"182","Nice upgrade","Perfect step up from an older Iphone. Plenty of new features without the higher price tag of a top of the line phone.",5,2019-12-06 15:31:00
"183","Great phone","I love the new iPhone. Works so much better than the previous phones have been working. Holds a charge for like two days with moderate to pretty above average use.",5,2019-11-02 13:10:00
"184","IPhone 11 Upgrade","1/15

Dylan did an excellent job helping us with our purchase.",5,2020-01-15 16:28:00
"185","Great","Perfect case and the style is just what I wanted. Every one loves it",5,2020-01-10 15:57:00
"186","Wish I would have bought two","Love the phone. Got rid of my 6 for this 11. Glad I waited as I was in need for an upgrade for some time.",5,2019-12-13 16:30:00
"187","Love my phone!","I had an iPhone 6plus so this was a huge upgrade. I love it!",5,2020-01-15 21:36:00
"188","Great phone","super fast phone, as expected from Apple, highly recommended",5,2020-01-15 16:51:00
"189","Good iphone for a teenager.","Christmas gift to Grandson, he is enjoying the iphone 11.",5,2020-01-17 17:42:00
"190","Great phone","This phone replaced an iPhone 7, and the extra battery life alone makes it worth the purchase.",5,2019-12-20 15:37:00
"191","Great phone.","I love my new iPhone 11.  I love the big screen and the smaller size phone.",5,2020-01-03 18:15:00
"192","Awesome product","As usual the newest iPhone is a great product and the 11 doesn’t disappoint",5,2020-01-03 16:41:00
"193","iPhone all the way!","Great device. Excellent features. Will always have an iPhone.",5,2020-01-13 12:03:00
"194","Love it","Purchased this  IPhone 11 as an upgrade for my daughter and she adores it. The camera quality is awesome. It does many different functions that you will love.",5,2019-11-01 18:44:00
"195","Like life of battery","New phone is great service was fairly quick. Tech that waited on me did great job.",5,2019-12-28 08:53:00
"196","Great phone.","Great phone. My son loves it. Best Buy set everything up before we left the store.",5,2019-12-28 07:38:00
"197","Best camera yet!!","Just got the new iPhone recently and it is amazing the new camera is insanely awesome and takes crystal clear pictures!!  Highly recommended!!",5,2019-11-11 11:48:00
"198","great phone","great phone, great phone, great phone, great phone",5,2020-01-19 17:13:00
"199","iPhone","My wife loves her new phone-quite an upgrade from her iPhone 5.",5,2020-01-09 20:57:00
"200","Great phone nice upgrade from Iphone 7","Long time iPhone user. The best so far very happy with all the features",5,2020-01-03 17:06:00
"201","Great phone","My wife recently traded in her iPhone 8 for the 11 and she absolutely loves it.",5,2019-12-27 17:11:00
"202","Great phone","iPhones are the best. Always top quality. Easy transitioning. Beautiful phone.",5,2019-12-28 09:55:00
"203","Great new phone","This phone works great for its price and if you are not looking to spend a lot of money",5,2019-12-21 08:53:00
"204","best value in an iPhone","Love this iphone 11. I purchased the green and it is very pretty. I really like the 4K video but the low light camera is amazing! This phone gives you a lot for the price and I highly recommend  it.",5,2019-09-27 15:26:00
"205","Totally worth the upgrade","I recently upgraded from an 8 plus, and this phone really is worth it. It’s a smaller footprint but a larger screen. The camera is fantastic and I love night mode.  Love the phone",5,2019-10-11 21:14:00
"206","Perfect phone for my upgrade","I had a 6 and this 11 is great! I am using the face recognition which is cool.",5,2019-12-27 17:19:00
"207","Great upgrade to old phone","iPhone 11 is a great upgrade to old one   Better battery and camera And faster",5,2019-12-27 16:47:00
"208","Pretty easy to use","I just upgraded from a 6S to an 11. I didn’t want to let go of the button on the home screen from the 6S. Unfortunately my 6 was acting up a lot and the battery only lasted me a few hours. I was worried that I would have a hard time maneuvering through the 11 but it it was actually pretty easy.",4,2019-11-08 16:05:00
"209","Great customer experience","From the beginning to end my experience with the associate Jonny was awesome!",4,2020-02-28 23:31:00
"210","Good high-tech phone","My daughter is really happy and so far, it has features as promised.",5,2020-01-03 15:42:00
"211","Love it","Great phone for the price. Love it. A great upgrade.",5,2020-01-15 19:33:00
"212","Son loves his new phone","Bought this iPhone 11 to replace my son’s iPhone 6 and he couldn’t be happier.",5,2019-12-26 20:55:00
"213","Best iPhone Yet!","I upgraded my iPhone 8 to the iPhone 11 and I'm already impressed with it. It feels better, perfect size and is very simple to use. Camera is mind-blowing. Great iPhone and definitely worth an upgrade to.",5,2019-09-20 19:51:00
"214","Upgrade","Got this little gem and couldn’t be happier.  Don’t like the payment but I upgraded from. 6S Plus that was failing.",5,2019-11-26 12:23:00
"215","It’s fun to use.","I’m still getting use to not having a home button. My students saw it in my pocket and said “wow! Is that the 11?” I earned some tech credit with them. I love the new text features.",5,2019-10-06 07:29:00
"216","Great Phone","This purchased for my son.  He loves it. It takes great pictures.",5,2020-01-03 20:53:00
"217","Awesome","Awesome phone. Works fast and meets all my needs.  Well worth it.",5,2020-01-03 15:48:00
"218","Nice upgrade","Sales person wonderful patient explained every thing to operate the phone",5,2019-12-28 08:23:00
"219","Purchased for my daughter","Excellent screen.  My daughter loves her new phone.  Thinking about purchasing on myself.",5,2019-12-15 20:10:00
"220","Good phone.","I switched from a Samsung galaxy seven to this iPhone 11. I have certainly enjoyed this phone. I bought it for the camera and was not disappointed",5,2019-11-01 16:22:00
"221","Love","I love my new phone. I was just excited to upgrade and am enjoying my new phone very much.",5,2019-12-14 13:20:00
"222","Apple does it again","This is a fun phone to have.  We bought this one for my 14yr old son.  He is really enjoying it.  Camera has a good quality too it.",5,2019-11-12 15:33:00
"223","Great phone for the price","Upgrading from a iPhone 7 and the iPhone 11 feels like a leapfrog. The gestures are really easy to use, phone is snappy. Great price too.",5,2019-11-07 22:33:00
"224","Great inexpensive version of the iPhone 11 series","Awesome upgrade from an iPhone 6S device.
Faster processor and more screen space.",5,2019-12-20 15:18:00
"225","Facial recognition leaves something to be desired","Facial recognition is great about 75% of the time but it doesn’t work with sunglasses on and you have to swipe to use it about half the time. 

Need to have another option, maybe voice recognition.",4,2019-12-23 12:17:00
"226","Study and not to thin","Great case and not bulky! It’s easy to joke and prevent slipping out of my hand.  Would recommend.",5,2019-12-06 16:28:00
"227","iPhone 11","Battery lasts much longer than any other iPhone I’ve had and the camera is pretty neat. It’s not the pro but it’s still awesome in comparison to the previous generation!",5,2019-10-11 17:12:00
"228","Great Iphone for everyone!","The best Apple phone to date.
I love it so much and does everything I need it too.",5,2019-12-18 17:33:00
"229","What a change from the 6!","I tend to keep things til they don’t work anymore, so this was an upgrade from a 6S.  What an improvement!  Took a little getting used to as it functions more like an iPad. But I love it!",4,2019-12-28 09:43:00
"230","Great phone","Had iPhone for some years and every year they get better and this time with more color options.",5,2019-09-27 16:54:00
"231","Sleek and Fast","The technology and clarity of the screen by far sets Apple iPhone 11 from its competitors. I selected the red for my daughters' wishes, and it has met with her approval",5,2019-10-11 15:38:00
"232","Nice upgrade from my 7+","Slick phone, super happy with my upgrade!  Camera is awesome and the wireless charging is nice.",5,2019-09-27 07:17:00
"233","Great Phone","Great Phone! Right price point. Would recommend to anyone that doesn’t want to pay $1000",5,2019-10-04 15:24:00
"234","Great phone","I was Trying to decide if I wanted The 11 or the 11 pro and I’m glad I went Ahead and just got the regular 11. Had no issues with it",5,2019-11-08 15:34:00
"235","Awesome phone","Being a long time Apple user, it is yet another step up from the 7S I retired!",5,2019-12-20 15:47:00
"236","Awesome iPhone","I bought this phone for my granddaughter and she loves it!!!",5,2020-01-03 16:03:00
"237","Has everything","Still learning it, but I am thrilled with all the new apps.",5,2020-01-04 05:59:00
"238","Love it","Love all the features, but it’s physically large and awkward for guys to carry in their pocket.",5,2019-12-06 17:54:00
"239","A great upgrade","Pleasantly surprised this is a great product, this was an upgrade from the iPhone X",4,2020-02-22 03:12:00
"240","huge upgrade","I had the 7 upgraded to this. major improvements, Still a big fan of the apple products. if you have everything apple the work seamlessly together.",5,2019-10-25 15:33:00
"241","excellent","Great phone/gift. Significant upgrade over 3 year old Samsung J7.",5,2019-12-29 10:45:00
"242","Great phone","I purchased this phone for my 12 year old and he loves it.",5,2020-01-03 16:47:00
"243","It's Apple","I purchased this phone for my son. He loves the size",5,2020-01-08 07:09:00
"244","Great Phone!","The iPhone 11 was a great buy for my teenage daughter. Just enough storage for all her needs.",5,2019-12-06 16:03:00
"245","Great performance and spend","Great business fast and easy check out highly recommend",5,2020-01-05 13:43:00
"246","Good upgrade for my wife","Tried to buy a purple, 128gig, plain 11 in~store but every store was out. Ordered online & had it 3 days later.
My wife is happy & that's all that really matters.",5,2019-10-11 18:11:00
"247","So far so good.","Really like it. Takes some getting used to for an old person like me but I like it.",5,2019-12-13 21:12:00
"248","Great upgrade","Upgraded from 7. Well worth it and it delivers great performance at a great price.",5,2019-12-14 13:39:00
"249","good","the phone is really good overall, wish some things were a little better but my favorite features are the 4k video quality, and how easy it is to use. excellent phone :D",4,2020-01-03 17:50:00
"250","I was hesitant but glad I took the plunge","I was hooked on the thumb ID to unlock my phone, all of my passwords, etc. I needn’t have worried . I’ve quickly gotten used to the Face ID and it is easier to use. The battery life is really impressive . I haven’t explored the camera features to much yet to see if the are an improvement . The phone is a bit bulkier than my old IPhone 7.",4,2019-10-04 17:03:00
"251","Great","So far so good. Coming from and iPhone 6.. I love my new upgrade.",5,2019-12-27 18:54:00
"252","Great phone!","Husband upgraded from 6 to the 11.  Only issue is remembering how to open the screen from lock!  Otherwise, no issues and very pleased.",5,2019-11-01 15:37:00
"253","g","great phone and the camera is one of the best out there for smart phones",5,2019-12-21 11:47:00
"254","Great phone","I love it. Could not have asked for a better gift for Christmas.",5,2019-12-27 15:42:00
"255","Great Phone","This phone has great looks and features. It works like a charm. It doesn't show battery percent remaining unless you swipe down. Other wise has great feature and great experience in using this phone from older models.",4,2019-12-06 15:24:00
"256","Nice phone, great software","Not cheap but great features for the money.  recommend",5,2020-01-04 09:36:00
"257","iPhone XI - very good product","I received good assistance in transferring my old data and application from my old phone to my new one.",4,2020-02-07 17:27:00
"258","New Phone","It takes a little getting used to, but I love this new phone.   The size is perfect and the display is crystal clear.  Love it!",5,2019-11-06 07:46:00
"259","i phone 11","So far I love it. Old phone had many glitches so this is nice",5,2019-12-29 07:40:00
"260","Love the upgrade","So far I'm really enjoying my purple iPhone 11. I chose this phone instead of the Pro because of the hefty price tag the pro has. The camera seems to be great so far.",5,2019-10-04 16:10:00
"261","A lot better than a iPhone 6splus","A much fast phone when it comes to doing anything on the phone",5,2019-12-27 16:57:00
"262","Love the iPhone","Every year the iPhone gets better. This year is no different. Went from a Xs to an 11 and even saved some money on it.",5,2019-11-12 08:53:00
"263","Great iPhone and camera is great also","I like the phone the shape and color
It is easy to set up, and my pictures look better",5,2019-09-27 17:18:00
"264","Excellent Service","Representative was exceptionally knowledgeable and attentive.",5,2019-12-28 05:13:00
"265","Very good phone","Compact and excellent quality. Cheap also. V really love this",5,2019-12-27 16:41:00
"266","Great stuff","Compact and excellent quality. Cheap also. V really love this",5,2019-12-27 16:40:00
